channel_id,channel_name,n_videos,cluster_id
UCSPd120sfHaijEkMmDNVdKQ,경희의료원,10,0
UCSaqhjR-MsRqblP-tIaRWDg,곱슬전문 필헤어테크,10,1
UCSi2gkWNFwoMpb5Nu19EnpA,김소영건강체조티비-Health gymnastics,10,1
UCSu-dq88EeczcuyQCSWUVkQ,탁트임언어치료 (탁트임언어치료),10,0
UCT32yJHkouI8pecc0KJgd9A,불교 노래 모음,10,1
UCT69ogfZc8Io6NiBFwCOZPw,잠백이,10,1
UCTAcO7MyXetuvExV7Lo_L6Q,Sunny Funny Fitness,10,1
UCTDFr-lur2d3dNBRwF0N_HA,무브나 Movena,10,1
UCTFax5gXUo12B1NUFsAT4_Q,노년건강이야기,10,0
UCTLeIrdxl5-_pfV67kpvF3A,미소담한의학의 담적병,10,0
UCTNRWtirVs4VcB4W5xyzITA,캔서프리월드(암없는세상),10,0
UCTRZZvftT1IuVyry1V9E1-A,박민선 원장의 콩팥튜브,10,0
UCTWQLX_se9Go8SJFGQ0xNKQ,지혜백서,10,0
UCTWX1gbz0zKIAdpWaBDudVw,해부학적운동,10,1
UCTXUOcXH33AxRSMInyVLriA,부민병원,10,0
UCTZpc7F_5WBQlrUMK4DX7ug,Dr. 배의 진료실,10,0
UCTjIyCaFYg3Mw35Am0v0JHA,하이안과TV-안질환 연구소,10,0
UCTnMxgDGfaeEphIEoaCrm5Q,황해연의 죽염건강법,10,1
UCTp5fJVTDuFmf_dVfIMF7Nw,무조건당신편,10,1
UCU4Y6hJ3GaAu0BBE4z8maRA,아는성님,10,0
UCU57eXJqnLIIra0FxiBVQ0Q,열강,10,1
UCUAkzi_UHvcRBtePXePfsqA,HIRA건강보험심사평가원,10,0
UCUCodQGkYPqph8AS40uy5pA,백년청춘,10,0
UCUEoRTcgmZbaHY9BGw_iduA,서울대 보라매병원,10,0
UCUIDRva6N0c3I10d9QOqefw,이재성 박사의 식탁보감,10,0
UCUTt7wfoueMsWsqZup9CfvQ,폐암 무엇이든 물어보세요,10,0
UCUXlYdszhFOnKev2fdqZ7iA,비핏Bfit,10,1
UCUjLTnftBc1ju9R6hah1lsw,강북연세병원,10,0
UCUjimmVTQo9sPl8mL5Y15dg,지식밥상,10,0
UCUnV1FVWY3u92tEYGqy17qA,이학민의 가슴 따뜻한 이야기,10,0
UCUsoowBBnGAmhl0XBaFuQWA,요리하는다이어터,10,1
UCUxmgtFk6xEoMz6OVqNIgxA,조우네 마음약국,10,0
UCUyTqfwiT2sRpjxbfPyQF7g,JUNGDAYEON,10,1
UCV-h8UJ12Ed-pTi4_X9mDEA,채찍단,10,1
UCV9B-O-WMMBqA1LVKnonROA,플러스S맨,10,1
UCVACuI_hASpxT4KwQ98Vtdg,안경고수 최병무,10,1
UCVC21HvJs4W6FclmYr7pFGw,톡투건강TV,10,0
UCVQzUdTQcc_ziEphUsD3g0A,민들레한의원 다이어트 피부,10,0
UCVSWDPRFLZZfvNG-KKk3LHQ,Curistory,10,1
UCVV33htEnK3wdDLo8nmnLVA,퀴즈백화점,10,1
UCVYrNBxy9BiRseD5EtZGTng,내귀에닥터,10,0
UCVfLNEch9YxD4tX1L-crkMQ,닥터프렌즈,10,0
UCVfdslG41OZ7lEYjbfgIPrw,척추보안관TV,10,0
UCVgs5xVU3EoEvR6yNJoxQ_w,정토종淨土宗  Pure Land Buddhism Korea,10,1
UCVkDsPSpnIeMoYuUZ_Gjw_w,청아TV-아토피를 이겨낸 한의사 임은교,10,0
UCVoM4YN4pwYiQjv_OpMFEAg,디앤디댄스 & 홈핏,10,1
UCVtmrt8prEpmjpy6Y7xSwGg,Yeji Psychology,10,0
UCVtnpN5cwtuYF-1EP72SsPw,다시 시작하는 재활(Restart Rehabilitation),10,0
UCWLFdU87k8fWTVGjTHdmhpA,진푸티 종사,10,1
UCWQcdyZjvns8Lg2WerORUQQ,백세지혜연구소,10,0
UCWW--vYvkR604lbGg92J2_A,재활의학과탑팀,10,0
UCWk_4bcnHBfO4V2syOOgo5g,척추관절 바른TV-연세바른병원,10,0
UCWoQqwKkrSm0ximdovQ0BGw,연세사랑병원,10,0
UCWupWRVfGxqARiSDqZkMhog,다시 청춘,10,0
UCWywSxMIVgYcE8lqPCwHWfg,1분도수 | 목 전문 도수치료사,10,0
UCX-xku_pieGjA-PAxP02BIA,건강되찾기 프로젝트 | EMS 근력PT,10,0
UCX7JS79iJ0AjpeP_21SpD3A,일지의 브레인TV,10,0
UCXLd-4PmJoGDOJxZqWp7GYw,강남 강원장,10,0
UCXOgEhSgaJEVv9U5QMEjF8Q,건강을 읽어드려요,10,0
UCXPiqdKeaCd1K82ZGg3ccVw,동영박사,10,0
UCXX2GqXsMEXnFRSxewFcGOA,Dental Bean,10,0
UCXdiVIF47obg_2RodbrMI9Q,Dr.살빠체 | 살빠지는 체질,10,0
UCXe8kMnNwdBFgW3Kb7baFcA,정신과의사 정우열,10,0
UCXfilB-iiwh3jlew8eVzKRg,당뇨TV#,10,0
UCXg2PYJwE1cfhzxxei0DGmw,조선일보 의학·건강,10,0
UCXoYS_H6BKhRtWr9OSCuGjQ,백세지혜클리닉,10,0
UCXxA2tZh_noY5OwfruPt5sA,모티브성형외과,10,0
UCY-OANuBvks2lBMgAfZgh6g,힐링루미나 Healing Lumina,10,0
UCY-mXLM6DsS9cmSwlh0tqSA,영양과학자 양과자,10,0
UCY1He4bONsPMrk42HkFaK7A,엘빅쭈,10,1
UCY1mmvLNfLy_q_zBZ7IRsCQ,이명난청완치학교,10,0
UCY6wFlA8TR2lRDXR_52kc0w,장길성,10,0
UCYCrDtDHcwQgMQs_awg56aw,교정과 전문의 오소리TV,10,0
UCYHpIvm36CCixqH-svJDDaA,백세건강TV,10,0
UCYM8YM6m_U-GURom-mQ4GUA,여강사의운전교실,10,1
UCYNbAXBuzpf1-EzWxZpxVkw,다이어트독학,10,1
UCYNnQhFGE-EP0HrWRxMGUaw,김주환의 내면소통,10,0
UCYPiwyWGi-jbkpBAyQnYZSw,더끌림산부인과,10,0
UCYYPkaH7fNysLdBjJa19v0Q,대웅제약,10,0
UCYajbktFJOUlNeu2cIfGxGw,JM WORKOUT : KIM JUNG MIN 김정민,10,1
UCYlDZTMBeZeKRJkDs41uHFA,제애정형외과 (구 금메달정형외과),10,0
UCYnxGaBJ2NrdBhjqjW1mtFQ,하개월 hamonthly,10,0
UCYqdIlpFlB6uh_cpIYgo85g,Time Medic (타임메딕),3,0
UCYraWJcpDCC8AAunseHbJcQ,이슈왔당,4,0
UCYw0_UhBmb_zpu6BxXN8D1A,지혜건강소,10,0
UCZ183HjAS3gpO0tpasKoSOA,"운동하는의사, 닥터스핏",10,0
UCZ76XVvVdIMLuoMmgilklzQ,카이안과,10,0
UCZMl1lsaz3HqqLWye8_VLdw,양닥터,10,0
UCZNP0D2Gr4g4weiWB5ZT_Wg,구해줘암선생,10,0
UCZNcfiTmdzge15Fxd4CLXKw,즐거운 노년 생활,10,0
UCZbGKOabnuCDGgfNlKqxm0g,시니어 지혜,10,0
UCZcVBt_bK384j_0iW1ARQtQ,당뇨스쿨,10,0
UCZdgP1qedWzdm0ybhIz14Fw,나다운 Wellness,10,1
UCZqZNpYCBkjS3b59YW27BkA,하루 당뇨식사,10,1
UCZv4sCOPzI-1lj5nc78Pcbw,습관연구소,10,0
UC_-fuPCHE0FqKYxyzhiD39Q,지방흡입멘토,10,0
UC_1FUQM1JpDniNWHP_7ua1A,근거중심이약사,10,0
UC_2YuQN8sl7yFBj9BN-BVYQ,오체안 TV,10,0
UC_Gj-OX-QeE814ttqYbJ30A,티키타카 Tiki-Taka,10,0
UC_IZTQQ7ScSP9oKbrDb3pMw,메디맵,10,0
UC_KjTyC5e0DFNxn6GIgBxcQ,한의사트레이너,10,0
UC_UTXwnRNWyyOpW2VH81GNg,배석철의 비타민B3 LAB,10,0
UC_Z8oaHxlxb95uVofCvg9NQ,내친구 씽씽이,10,1
UC_ZpSj2WGAEg_BnD1UpOUgw,건강 똑소리,10,1
UC_e0wZaIe8Z5e2ZSqN77B4g,마이리즈스토리,10,0
UC_nRrn_riuQbOKgAyb_IOWA,아이루미TV,10,0
UC_tSje-LM1-3KBrpnRCx-uA,원더풀 마인드,10,0
UC_xOayxX27Zbrqhh3h5-uuw,안과 전문의 조성원,10,0
UC_xYZxg-iR-7dvRq5lgELXw,Healthy Life Journal,10,0
UCa1e1gqcJc69XD98HmGcmBQ,코비와 나,10,1
UCa7-3Zvxg-5Rfxgu3RQY_gw,질병관리청 아프지마TV,10,0
UCa8wnCd7PgB5ohcxwnl5zXw,아이엠TV_마음공부,10,1
UCaCYiweMo3xsNtTRW38icKA,Doctalk,10,0
UCaKrG62q19ueUKDo751PePg,유방건강TV,10,0
UCaMWoM36v8pKgVmyVn8W-1A,무강이,10,1
UCaNATT80YRUcuCZ3Ln6awaw,홈트닥터,10,1
UCaPfNqobWHUC9fQTD1MShdg,행복한의사 김정훈의 건강이야기,10,0
UCa_lZt0iz0hAoob_O1l3onQ,지방흡입의 법칙-빼TV,10,0
UCad-DXhhQL3WYdK_OjM4ulg,임지윤라인댄스 Jiyun Linedance,10,1
UCaeONHcrE9ie2ZPdGVv-Yyg,용닥터,10,0
UCafAiwzaq1wXHIJOCm4zSoQ,통증교정 수연쌤,10,1
UCahWSp7DQGJfXU1UX2BuqBA,Queen Solmee,10,1
UCaj3-or-1r_FgFDz1M_az0A,훈요가x요가트리니티 대치,10,1
UCakdT6MrZrDTXrbgnpZtV_A,유웰의 쾌뇨드림,10,0
UCapWuAFvGYLUpQ5yD4ogpnA,창발검사 [기생충검사],10,1
UCatDnMlI2LI2dDb15BuZbAg,건강구조대,10,0
UCaukJS52o7NLChYNUNC1RpQ,기역,10,1
UCb2nSnOVFmd2ziYz9QXxPHQ,광교 휴내과의원,10,0
UCb9bg9e0IZ0ToLtuLOR0img,푸드닥터 심선아TV,10,0
UCb9w7aVmVpPCS-S2Y6Zf7AA,이대영의 새길TV [척추·관절],10,0
UCbAzZlYBcFEG4F346NUpYtg,epilates,10,1
UCbFZGQ30KGGDGXu-M2ouC3Q,강찬 교수와 함께하는 '정형외과와 발' 이야기,10,1
UCbMHdUkgLjutpY5tQYP40dw,빅마우스TV,10,0
UCbSfuDSl9YPBjubukvchZfQ,Healing Studio,10,1
UCbSh5s-riJpRuVyOI2uYTMA,실버담소,10,1
UCbaXu_mTn6ya_pabSkx7xxw,책도리TV,10,1
UCbhJIg7hyNxVkn430nIAQbA,시그니처 테라피,10,1
UCbnee-jEedrcVIAzO9vr8oQ,김약사TV,10,0
UCbuNfuYVnPIRIce8VEzntGw,흥따Heungdda,10,0
UCbvVFf6f1NjAj2ItRlCnMEA,히써니데이 Heesunny Day,2,1
UCc-6X3Z4msYR9Qt1vF4XH2g,박민수박사,10,0
UCc2258li2l4AUN25pIxXFTQ,"우리 아이 마음 해결사, 우아해",10,0
UCcCCMZwS2XuPB9U1-ImGrKg,윔 스튜디오,10,0
UCcFfwiQzKWfSXPRm2uwTmmQ,"음경확대, 조루증 중점 비뇨기과 닥터코넬",10,0
UCcJliZnsRbNw4I4uWSGq_wA,발명 [롤토체스],10,1
UCcSOP99SWdfWWJjI1Cpm4JA,산돌의 사랑방,10,1
UCcTsc3kxnGnq0FwFlFcNA4w,am0950 아홉시오십분,10,1
UCcdT51I_qiOr6wzw8F0ARAA,더스완성형외과,10,0
UCcf-zuaFCeROvAATf5UI0uA,이상구박사의 뉴스타트강의,10,0
UCcibY0ceQKmlz6eOkOLx1Ig,시니어 가이드,10,0
UCctSb7vzR2Vbo1ZTlVPT_jw,가정사건파일,10,0
UCdIdgmrsh3h40jvxDDbSu5Q,닥터벨 DRBELL,10,0
UCdLYgYQU3W3XO8Z7Ov7TDUg,지혜 안내서,10,0
UCdRcubzVjtptKPG6nJ773wA,HBS약초방송,10,0
UCdRgh9GCeMs8Bo86QMSuiuA,권의시선 : 치과의사 권낙현,10,1
UCdThhoXBOMyTLbaKz-tFgSQ,연세재활운동센터,10,1
UCdbicYdErYTR-J4ZTVz6kUg,Yunchan Lim - 수면 음악 프로듀서,10,1
UCdn9O0bDIC8lZtGkYePR5QQ,가비쌤,10,0
UCdo9o2TIHWX7PkS84Ez7cTA,블랭크유 BLANK YOU,10,0
UCe-gh0jfKlR_EvsNyzYphww,JTBC Life,10,0
UCe7f-PQyyW8t31z9dhVGYMw,용인세브란스병원,10,0
UCeDdpKwew8y5xK7mrWNtV4A,슬기로운 일상,10,0
UCeWNThqBvZOJi69eZkos2fQ,JJ Linedance제이제이,10,1
UCe_u11uVzBTf76xw_quR1cA,마음챙김TV (최현성),10,0
UCe_z-lf1t3vPM0FE61ILj9A,Music Drawing,10,1
UCeae_8zNL3z0iDOZyIpAskA,건강생활,10,1
UCedNxnMK3b2-_hzqLyo4stg,닥터딩요,10,0
UCedl3ClIwMtTdmHeiiS1czg,제철건강,10,0
UCegFIx1LTAYGAHvvGq8UGng,KK건강TV,10,1
UCegPcx8b176ex2LX3oZRKYw,필라테스학교_PILATES SCHULE,10,1
UCermBTTTr559dzLc0QMlTSQ,고운,10,0
UCeuJyafhKHKe905pU0T1P1g,매일매일 두뇌퀴즈,10,1
UCevBKgl8-nLrSfW59s92xcQ,한입건강,10,0
UCf35hICUHra9_xMSvI-9NCQ,민이맘의다육산책,10,1
UCfCmwd1TAshuvZ5br2lBr1Q,육아한방,10,0
UCfTj5cD0quVuTpodSZUF73A,채널당뇨왕,10,1
UCfW5yhlUy-DeU5tPym8xDNQ,박서희 정신과의사,10,0
UCfYcEPkXbrH7U5UhIA6YPmg,건강산책,10,0
UCf_rpPJVcXa9xJ32s7Q4UEQ,제일리핏케어,10,0
UCfkI7-mN-3N2KFy88ddxfvA,소우주한방병원,10,0
UCfkXtllwgHldHAvoqe4BLSA,"LJ비뇨기과_장수연 의학박사 확대, 조루 중점",10,0
UCflvs-PqUNjSGvH9_QGKP3g,시니어건강학교,10,1
UCfmYdGYK5yZkXehmxKsaLRw,머라클 MURACLE,10,0
UCfnaxgFfqsLtv5piDLs12GQ,학교체육진흥회,10,1
UCfoYhXOvlYcQ77DFjoKVShw,묘한의사,10,0
UCfoxBn16vNhDeOktAuya17Q,을지대학교병원,10,0
UCfrI61io4dNFArWf8DGOaDw,약사남편,10,0
UCfrVbTUXWWYSps_OR-j8n0Q,재밌는 게임플레이,10,1
UCfulSi1BlEu5wETySe-EiHQ,Key Meditation,10,1
UCg-FXS9pTbM4sNe4IfWymKw,이세나 의사,10,0
UCg5Aq9v1veNYHA87l7I7PRg,일타퀴즈 표선생,10,1
UCg5uly-aCRfD6N7UgaOV3PQ,초딩입맛자덕,10,1
UCgCBlyYP7tnQoFp4gjJvydw,Dr.인수 팩트클리닉,10,0
UCgDOVDGCIxLgrG34_rrjMjQ,좋은균 연구소,10,0
UCgFupN0s5eAxvvgAFgvriRA,닥터 표TV Dr Pyo TV,10,0
UCgGns5mTguUQYAZvVZ-wWpg,지금 명의,10,0
UCgIjEp8G3-NVlboQuydlRvg,예서니까,10,0
UCgSEPdXabgtvuqTKK9k5FGA,관절 알려주는 의사_뼈선생,10,0
UCgXALihpISmnxe7FDptwvlw,한국인의 건강,10,1
UCg_s4nYsikIr2X-f3T8JF7g,Basant,10,1
UCgay59pIcwhCHVprFjxXqfA,"오엘디 티비 - O,LD! TV",10,0
UCgfv-2OQwlBbTk1utIzXNjw,지혜달빛,10,0
UCgg7EhQMvdAOnsDWtYShk8A,김둥 Kdoong,10,1
UCgk2IenDMIf53j-6WJB0Usg,지혜의 편지,10,0
UCgm7G6iEnUqX2IudIH2tiKQ,시니어건강,10,0
UCgxx0kTeop5NUUjrHOiM0eg,노후 예찬,10,0
UChH-OfsKn49iR5NiFmKqlSg,남의철 DEEP & HIGH SPORTS,10,1
UChKuP7Iw0bLekMRr4skZPuA,낭만호구,10,1
UChNDIHBxpkgcR1SqURb0MJg,송준영,10,0
UChSgAmSNGBsD-anFLLgaqtw,SMART Surgeries_분당서울대학교병원,10,1
UChWJavW1PbvAkPTcB06EeIg,키다리형,10,1
UChXDq9Izwq-pTzeUWzwXL3A,다이어트 과학자 최겸 Gyum Choi,10,0
UChku6cgDNkiIQWlyi1TgA8g,모멘트핏 록코치,10,1
UChsDyaSqUy1cbqw5CrmWP4g,올리브 다육,10,1
UChvjYwcfwd_ZSpBgLlkoGpw,유해헌터 강상욱 교수,10,1
UCi3H9NCIKQ4IzcLBTGyD_1w,지혜백세,10,1
UCi3bGxt2tQoGaTH2Wmbh81w,ADHD 대표채널,10,1
UCiDyclfrDIHe11ve7Gtdw_A,대한심장TV,10,0
UCiHlyAgWpFxsedbIkTLtV1A,참하지외과 CHARM VEIN CENTER,10,0
UCiSIIrRHrNv6muHyNBG7JIQ,연치코치,10,1
UCiUGAEAdFdVklbAuNr4pBjA,습관 교육자 호남두,10,0
UCiUGplFMBmDuA1f9RNpoNwA,지혜를 구하다 : CBS 지식교양 채널,10,0
UCiV4_cGVt-t-j6jMQ7RCrXw,KBS 생로병사의 비밀,10,0
UCiYigCQLXMaTQ6GTatBAYPg,Dr.전미경의 닥전TV,10,0
UCifZbsAK7qRZZI11PLAaQ0g,하루플란트치과,10,1
UCj8zZ1a8Lqtj4wY2bHbcIaQ,정세연의 라이프연구소,10,0
UCjD40Jy0I0VOxfE_NmJE9Qw,귀코목수비대,10,1
UCjGx_2Uou9af1Zzn2l8M3LQ,다고침TV,10,1
UCjIGsvWW_UOGJWTMzZ12qdw,의사가 말하는 습관,10,0
UCjRFJmI_lFlLkEu0i2gCZtQ,싴 - 내가 찾는 지식의 모든 것,10,0
UCjWdV85QsIWEQcXiBwH42Ag,내면의 각성,10,1
UCj_0hHY38sHNi_AN56UYm8A,3분 건강 - 보약 같은 음식 소개,10,1
UCja6IeCP44IBnTkgx5xSovA,김춘식의 시니어라디오,10,0
UCjegsOAf5nOCfLfMpLyNj0A,나는의사다,10,0
UCjf97H7AtbVfrX8-35Z302Q,다이어터윤,10,1
UCjkTFSjTlZ3HfTYsh6axzSA,힐링무브 Healing move TV,10,1
UCjvjF9hnjwXUgig5EZxADyQ,동아쏘시오그룹,10,0
UCjy9K1vCRO73pFawKOLq1MA,"토킹닥터스, 토닥",10,0
UCkARt3BEOlHCNtLPVuKZgQA,바른건강,10,0
UCkF8erW7v2pDtWHkUsPbmPg,콩튜브,10,0
UCkIEhLQ_Qklj_5kI-2CVtLg,Go민정이,10,1
UCkJThHTYxa9g_NMuduvB59g,보이스멘토소리방송,10,0
UCkLmpaX74uSlp0Renj9va-A,이재형원장의 통합 암 정보센터,10,0
UCkTRKCuFrRiXQm_gMG1uDvg,요가소년,10,1
UCkX_5MkrSLN03J1rRyB2BNA,체인지TV ChangeTV,10,1
UCkYODaB_KpINXDiZSkJoI9A,허준할매건강TV,10,0
UCkYpGCnJfxXqJL80HxHZQng,레이델,4,0
UCkfkyYKAQ_NoZWVuBM7eh4g,이재영 박사,10,0
UCkjUtRF0YCo6JC9hpNn6XrA,이어드림,10,0
UCkkPLRLFmIbHdi0J9qAb8jg,다육이노리터 succulent noriter TV,10,1
UCkl4YH6GVz6QwT-XLXSMw-w,수호신당구레슨,10,1
UCkpAw1Z13syiCKj_igxK_xA,닥터쓰리 - 한미일의사의 쉬운 의학,10,0
UCkppaBlDkqm_wwbBbiH0CHw,별빛노후,10,0
UCktVWoECIiq_1o2dyUwG2Qg,지혜로운 동행,10,0
UCky40rg5PLsCm7pbSWf1YTQ,밀끌당구tv,10,1
UCl1wbnBjMxh0Zw38FnAS7ng,유경쌤의 미소학개론,10,0
UCl6FnZ-V6QJ0Amuwjydmvxg,건희로운날들,10,0
UCl6OVdZRMW9RftYczBBXbjA,김수진 Sujin Kim,10,1
UCl6lvhQwAPChMxvGtkXWHgg,RELAXING - 편안해지는 음악,10,1
UClEtrURnmlkh05XYsAroz1Q,Table tennis 빼롱요롱TV,10,1
UClGcmgF68662O9bAmKgi5fA,동네 트레이너 문씨 (메꿀다이어트짐 피트니스),10,1
UClGkQjxyUlq1trn9TlfQF4g,몸이 예슬이야,10,1
UClLrYUwV5coRpu-yLJ_E8uw,하다,4,1
UClU89e_lsxVDqWcCinKF3fg,주유천하tv(번개),10,1
UClZK1xZCHZl--IIB6K1nuHg,이지아이 언어치료,10,0
UClnndXUYc3AMKqIUN6BwefA,간보는 의사언니 유정주,10,0
UClp4EdAwhySzqnMWjKnh0gw,강북삼성병원,10,0
UClyYfaJWHdCcZyg7fKFui-A,심밧드,10,1
UCm3IV_RvXMOWczBbarPSQSg,알쓸물치,10,1
UCmAu1qMmRgStKu1bewXOmOg,WITHPOP,10,1
UCmVQQ7fvBU7gmLhC4a3oaNQ,난임닥터 비커밍,10,0
UCmZidjvCGD4sOaQTuWLPN3g,뇌를 넘어서,10,1
UCm_iwtc0e3VbiTFRdsrzzPA,스타씨드-starseed,10,1
UCmafuqR6Iya-c0CPMOgApYA,민티런 MintyRun,10,1
UCmk5WDc1-ZMPrzvjSpkAA2g,CloudHospital TV,10,0
UCmp6jXENvNH-KUgRHNe-H0A,앙광희,10,0
UCmqDKYGQw0h9XYGaRbUuy7g,생활특성,10,0
UCmzK71U9c8w--ejwOTiELgg,루이빈치과 류지헌,10,0
UCnBGIDINHIxmvjA-14cmMwg,선잘의 FM 라디오,10,0
UCnHq2L1NAGMpb_VE_4wiSUQ,국가암지식정보센터,10,0
UCnHz9L-dDd_snUdOoHnq_4Q,탱크약사,10,0
UCnLco7OATOdpjUNteNYtsfw,홍시약사,10,0
UCnrM8A56BoILYgaEAOJCZnA,신비한 지식,4,1
UCnytxIobBmUuWf1kf8GiX4g,"맞춤주치의, 닥터JM",10,0
UCo0zgbbB9S00lvRUCQDFxyQ,튼튼백서,10,0
UCo6ozRtUbiwYaPnf5WIBNNg,유소이 Soi makeup,10,0
UCoEvqxj4MXmG71XAbWyAkWQ,ほのぼのラジオ,10,0
UCoJptJ2l3VYXdsE5xgz6RlQ,최일례tv,10,0
UCoNhtvmUg9TXjaSm9PHiRAg,제니원장 요가수련과 철학,10,1
UCoTYFFk_IIhxRL6DNPhdKuQ,다시봄안과 Dasibom Clinic,10,1
UCoYIXnzEHlfoKn9DSIqug3A,유안티비,10,0
UCoZihnVnmw1tMsXOgw0C_Pw,백투에덴TV,10,0
UCo_-ny9SP5Pbz8KM1KKchbA,세계적으로 유명한 운동 정보,10,1
UCo_JzTom6eRlh7UttLZq4rg,통증요정 김학조,10,0
UCoce22wGdMFOxvStdEruWyA,해통소 | 통증 해결해주는 연구소,10,1
UCofrUcsfPeC6rsJaLfstiSw,명상가의 쉼터,10,0
UCoi9u6GXET-Oh4y81ooO31Q,Dr.고정아,10,0
UComLZm2S10ZrzVbJahBnXqQ,노후구조대,3,1
UCoqkowjp8Fju5pB5DXrxlEQ,시니어톡톡,10,0
UCp96LDaTTajrILzaOA0wO2w,삐약이 퀴즈 / Chick Check Quiz,10,1
UCpEh_i7YoCmTGw0gQoPkO1A,닥터진TV,10,0
UCpKHS8_xkkS23d23n3Wk8yw,이동욱의 백세건강 TV,10,0
UCpY0_3SqKzxttWPaptnkBfQ,어떤약사,10,0
UCpbJgWQKayHVUJMxDbV5o-g,통증안녕 기승전운동,10,0
UCpgoxljexZ23-K5dN0-6hVA,"우리동네산부인과, 우리동산",10,0
UCptOgDFSSKYm-bHl7ijd8Lw,일동제약 그룹,10,0
UCpvPF7Nm6dpEmi4WE4j72kQ,민이네다육,10,1
UCpwd_VdrwtnanBP5V_ZK1Hg,자생한방병원,10,0
UCq26t4NQzTUlWJ8CrqHEglQ,치아재TV,10,0
UCq3blAW0AsusU9nqmcXnRgA,울아들 _행복을 위한 빛나는 지혜,10,1
UCq4et6CG5dmP8f0xKJDYQ3g,다이어트하는 사람들,10,1
UCq91_PZCktLCzztCGCEF4pQ,노후세계TV,10,0
UCqC7PBcsyC1RjWYghkZLOZQ,행복한꽃현아다육 Korean succulent plants,10,1
UCqLpXUYCykYLInJycJ9W3rA,김아랑 Alang Kim,10,0
UCqNtVCL2u5Xvx74ymboxDyg,압구정서울성형외과,10,0
UCqUqYA4BKYcLFonQaUjNULQ,지혜와성실,10,1
UCqaSH5Js_s80nIY3P_wqCcg,프리미티브의 전래식단 이야기,10,1
UCqkpNJhqVNLECwRQYSiNFCg,박미경TV,10,0
UCr3zzzCBXhRjUTN5W0TqMRw,새마을운동중앙회,10,0
UCr8tJHAIz4MOOwgdt8H0ceQ,약사 메디슨맨 TV,10,1
UCrEe-LfBLXA1-bTGS4bWmtg,유노튜브,10,0
UCrJG7sgkVfICn-3_MeXiaRA,경희신맥한의원,10,0
UCrKJwnv6-psXk6AMDg5zX7A,KB라이프생명,10,0
UCrOaUvaWKQPnaoUfJqI8Xqw,웰빙라이프TV,10,0
UCrYTwrtIYWH_woB6mbgoTqQ,한창수의 마음정비소,10,0
UCrYkMzMwPwzEipZpXSedJJg,"당뇨, 꺼져",5,1
UCrZcOEeiGy9aNKTQubd0uxg,메디신,10,0
UCrbB5oQTj3o8zkUUQMAOwHg,온케어닥터 이찬용: 암.자율신경.통증,10,0
UCrc--8Z5wbsx5w4AWhdP8xw,박지영박사의 건강돋보기TV,10,0
UCrib-_N4qDksH0s3gsJj9cw,대도농원,10,1
UCrilcgsaQxYFSPDuxORRL8A,권혁수의 알러지스쿨,10,0
UCrpGdXuJtGZqI8reS52iIZg,삼보리 명상원,10,0
UCrxsM1BYjOkGvBl_ic40uLQ,대교 뉴이프Plus / 뉴플 / Daekyo Newif Plus,10,0
UCsF_qb0oB4E3RRZsNtBMbpw,아름약사,10,0
UCsH24sxk9CMIwtsjqodI55A,한국심리교육원,10,0
UCsHHEnpc9lUZXPQZ5I8c-wA,자하연TV,10,0
UCsLPMQ1AUrQPduAV3RaPzWw,Gillette Korea 질레트코리아,2,1
UCsRT6RCiTNrBvsJ_rJgJkYQ,고마온TV 건강자립,10,0
UCsVB1GWF-NH-RTxJax8XA_Q,당뇨병의 정석,10,0
UCsZOzy-7j0uCb2ollAyDdSg,의사딸약사아빠,10,0
UCsZTB_r7ffbXIcnZmav2AFg,멘탈탄탄 | 정신과의사의 멘탈 관리 채널,10,0
UCsv1hWoDQNBkTnAJOQacXbw,클레어채 ClaireChai,10,1
UCsy_6x53CNBqdB3hMl9i_FQ,정신건강의 숲 TV,10,0
UCsyhk1jx2eeafzMSYhQc9Mg,물리치료사.PT재석,10,1
UCt05Ox0ZndGh3rrDaNMx7RA,책읽는 헬레네,10,0
UCt4P18eL_MPmTpuTFA5xHCw,린다이어트 Lean Diet,10,0
UCtSDStpQsON-35lDKPl6hpw,체질닥터ㅣ8체질ㆍ추나요법 ASMR,10,0
UCtX7uYBau7hGA05yWWhW4hA,보여주는 약사[ showing pharmacist ],10,0
UCtdOoRIMA4IXGc27INBiZiQ,불량청춘,10,0
UCtddk8OgBk2ijy7S4zkqoOQ,닥터광사부,10,0
UCtf7gOSRMLSTa_RwgZ-F67A,백세건강 상담실,10,0
UCtjTk7R9heRWnVNS-KdgpxQ,모디헤어플란트-모발이식·헤어라인교정,10,0
UCtpOLiqLwtq9NCFTNiqL1gQ,라리약사,10,0
UCtqwpBL2jE66ZpcWylbv08w,건강한tv,10,1
UCtqzRZGIxJ3vFYcwMCl7HWQ,류영석TV,10,0
UCtu0acuC9eJeonExvLdybRw,건강백세TV,10,0
UCtuElSetSJ8xdK2cSebqyzQ,헬스조선명의,10,0
UCtvF3qOM4qN3HKhDBt6Nhmw,eunn,10,1
UCuCQDwkymJKmMAk64x1Q9mA,비비 진주 bb Jinju,10,0
UCuDldvhPJRC3dzBICSsfNJQ,서진원소장의 바른수면연구소,10,0
UCuDuuJSFZPhzDnhXWZFuPTA,YoungsamKimDDS치과의사김영삼,10,1
